addit_contact_email,addit_contact_person,author_email,author_orcid_id,author_PersonName,bd_samp,bibliographical_reference,clim_avg_yrs,curator_email,curator_organization,curator_PersonName,eco_region,elevation,google_id,header_row,land_cover,lat,layer,location_name,long,map,mat,modification_date,NA_1,NA_2,network,ph_h2o,plant,site_code,texture_class,tx_start,L1,tx_L1,observation_date,soc,n_tot,c_to_n,layer_top,layer_bot
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,10,DW,2012,5.625,0.185,30.479,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,11,NL,2012,3.878,0.14,27.633,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,12,CO,2012,11.025,0.351,31.437,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,13,DN,2012,5.435,0.218,24.884,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,14,CO,2012,5.069,0.213,23.745,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,15,OA,2012,2.038,0.052,38.981,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,16,DW,2012,9.852,0.331,29.737,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,17,DN,2012,6.135,0.264,23.206,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,18,OA,2012,2.413,0.093,26.03,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,19,NI,2012,4.576,0.191,23.934,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,49,NI,2012,3.634,0.168,21.629,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,69,NI,2012,4.932,0.203,24.286,0,10
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,1,NR,2012,4.231,0.197,21.501,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,2,DN,2012,4.511,0.182,24.805,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,3,NL,2012,4.114,0.168,24.433,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,4,NR,2012,3.46,0.139,24.837,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,5,DW,2012,2.584,0.087,29.769,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,6,NR,2012,3.316,0.153,21.694,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,7,NL,2012,2.886,0.13,22.181,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,7,NL,2012,2.837,0.133,21.299,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,8,CO,2012,3.894,0.163,23.841,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,9,OA,2012,1.859,0.07,26.729,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,10,DW,2012,4.804,0.168,28.648,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,11,NL,2012,3.413,0.158,21.631,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,12,CO,2012,4.281,0.193,22.213,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,13,DN,2012,3.111,0.127,24.58,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,14,CO,2012,3.581,0.126,28.427,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,15,OA,2012,2.1,0.077,27.449,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,16,DW,2012,4.982,0.175,28.481,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,17,DN,2012,3.075,0.15,20.518,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,18,OA,2012,2.386,0.108,22.093,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,19,NI,2012,3.395,0.135,25.17,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,49,NI,2012,2.299,0.102,22.45,10,20
lajthak@science.oregonstate.edu,Kate Lajtha,piersond@oregonstate.edu,0000-0003-3413-1693,Derek Pierson,0.82,Not yet published,1973-2002,piersond@oregonstate.edu,Oregon State University,Derek Pierson,temperate coniferous forest,531,1XgA_2wOjjJfQ8B5HCqAIS56PYYRkIZYf,1,forest,44115’N,13,H.J. Andrews,122110’W,2370,8.8,03-07-2018,blank,blank,DIRT,5.2,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",AND,loam,1997,69,NI,2012,3.423,0.135,25.371,10,20
